label,penaltyCost,pickupArrivalWaypoint,pickupDuration,pickupCost,pickupStartTime,pickupSoftStartTime,pickupEndTime,pickupSoftEndTime,pickupCostPerHourBeforeSoftStartTime,pickupCostPerHourAfterSoftStartTime,pickupCostPerHourAfterSoftEndTime,deliveryArrivalWaypoint,deliveryDuration,deliveryCost,deliveryStartTime,deliverySoftStartTime,deliveryEndTime,deliverySoftEndTime,deliveryCostPerHourBeforeSoftStartTime,deliveryCostPerHourAfterSoftEndTime,loadDemand1Type,loadDemand1Value,loadDemand2Type,loadDemand2Value,loadDemand3Type,loadDemand3Value,loadDemand4Type,loadDemand4Value,allowedVehicleIndices
Order - 199,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46028036, 26.24861474",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 200,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45514775, 26.05303399",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 201,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4197704, 26.09620453",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 202,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47355085, 26.14033128",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 203,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45589949, 26.08027363",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 204,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43430741, 26.22042691",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 205,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39571012, 26.0864851",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 206,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42592824, 26.08651201",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 207,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4774497, 26.06275533",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 208,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40260646, 26.06863396",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 209,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41171914, 26.13975356",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 210,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45648508, 26.21728502",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 211,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39330816, 26.09357724",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 212,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3893248, 26.05917016",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 213,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39061286, 26.0173686",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 214,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41197244, 25.98811841",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 215,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43232318, 26.04558747",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 216,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41428722, 26.13997245",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 217,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40990874, 26.10522643",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 218,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44447624, 26.07012385",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 219,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3761941, 25.98565984",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 220,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42053934, 26.14218642",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 221,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44760869, 26.0072145",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 222,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41360045, 26.10883106",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 223,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43775794, 25.96848948",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 224,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47142548, 26.0704422",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 225,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44708873, 25.97477021",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 226,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43970552, 26.03051861",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 227,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45237202, 26.06468396",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 228,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44193102, 26.24275993",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 229,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43937473, 26.14014998",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 230,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42215317, 26.03877283",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 231,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44523363, 25.99288375",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 232,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3963085, 26.074416",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 233,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.52269583, 25.99779031",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 234,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40607869, 26.08019876",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 235,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40578016, 25.98480198",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 236,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.369403, 26.11487136",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 237,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51334301, 25.99076652",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 238,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49279661, 25.95836979",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 239,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44997771, 26.19938453",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 240,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42144468, 26.11800809",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 241,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46115493, 26.02135147",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 242,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.3808765, 26.11190462",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 243,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47600578, 26.10500945",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 244,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44671944, 26.18922709",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 245,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.35812509, 26.04474152",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 246,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42874876, 26.0356516",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 247,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36503773, 26.02194984",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 248,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41717296, 26.15058869",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 249,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.45461701, 26.22236951",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 250,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47311023, 26.17487867",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 251,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44418789, 26.19955997",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 252,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.35983481, 25.98437545",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 253,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50149193, 25.96406654",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 254,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43615059, 26.04021552",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 255,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4242727, 25.99223626",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 256,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43790066, 26.25115913",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 257,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41856875, 26.01515428",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 258,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38714483, 25.99390636",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 259,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.52274721, 25.946012",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 260,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38157567, 26.10859061",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 261,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51243868, 25.95508288",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 262,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42024315, 26.01144977",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 263,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37709953, 26.0152202",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 264,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.4465504, 26.14344815",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 265,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40339298, 26.09374473",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 266,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.40641358, 25.98817111",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 267,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43086561, 26.04369622",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 268,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51818013, 25.98980875",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 269,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43004902, 25.97384821",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 270,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38286461, 25.98944031",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 271,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46274887, 26.20834898",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 272,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42093084, 26.09789514",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 273,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.49078413, 26.18152337",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 274,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47449043, 26.18637074",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 275,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.43964862, 26.06827684",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 276,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38817531, 26.13380716",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,3,,,,,,,
Order - 277,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39867508, 26.08732463",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 278,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.35164544, 25.99535373",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 279,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37120585, 26.04269679",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,1,,,,,,,
Order - 280,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38115194, 26.09038695",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 281,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.37894146, 26.0350094",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 282,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48143456, 26.04525427",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 283,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.38021691, 25.99474493",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,5,,,,,,,
Order - 284,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50609621, 25.98909047",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,8,,,,,,,
Order - 285,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.48531405, 25.991601",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 286,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.44664354, 26.21812598",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 287,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42389166, 26.22566827",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 288,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42551447, 26.00059097",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,9,,,,,,,
Order - 289,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.47651331, 25.99470467",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,4,,,,,,,
Order - 290,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42362742, 26.05339276",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 291,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36516692, 26.02049166",600,,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 292,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.50556303, 26.08412835",600,,2026-03-06T13:00:00.000Z,2026-03-06T13:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 293,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.36657693, 25.97728183",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,7,,,,,,,
Order - 294,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.46324226, 26.07404982",600,,2026-03-06T11:00:00.000Z,2026-03-06T11:00:00.000Z,2026-03-06T12:00:00.000Z,2026-03-06T12:00:00.000Z,1000,1000,pallets,2,,,,,,,
Order - 295,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.42238519, 26.03290649",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 296,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.51531749, 25.95735024",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,10,,,,,,,
Order - 297,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.41501811, 26.13003647",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,6,,,,,,,
Order - 298,200,"44.5279615, 26.1798147",0,,,,,,,,,"44.39456472, 26.01773455",600,,2026-03-06T14:00:00.000Z,2026-03-06T14:00:00.000Z,2026-03-06T15:00:00.000Z,2026-03-06T15:00:00.000Z,1000,1000,pallets,1,,,,,,,
